class_id,delta,hypothesis_weight,label,p_full,p_shared_only,p_shared_plus_unique,rank,sample_idx
41,0.011350452899932861,0.20000000298023224,cairn,0.0008685425273142755,0.05702447146177292,0.06837492436170578,2,3
4,1.2920616427436471e-05,0.20000000298023224,Shih-Tzu,4.6990160626592115e-05,0.0002544626477174461,0.00026738326414488256,3,3
19,0.0003361356211826205,0.20000000298023224,Irish wolfhound,2.0519868485280313e-05,0.0006133000715635717,0.0009494356927461922,4,3
40,0.14273226261138916,0.20000000298023224,Airedale,0.9996993541717529,0.8551138639450073,0.9978461265563965,0,4
12,0.0001492641713412013,0.20000000298023224,bloodhound,9.583814244251698e-05,4.312718010623939e-05,0.00019239135144744068,1,4
38,0.00598782068118453,0.20000000298023224,Lakeland terrier,6.67710555717349e-05,0.0038517373614013195,0.00983955804258585,2,4
35,0.05491591989994049,0.20000000298023224,Norwich terrier,4.8885885917115957e-05,0.13368552923202515,0.18860144913196564,3,4
75,0.0021495793480426073,0.20000000298023224,briard,4.4828091631643474e-05,0.0021457925904542208,0.004295371938496828,4,4
87,0.4510669708251953,0.20000000298023224,Greater Swiss Mountain dog,0.9903721809387207,0.3552130460739136,0.8062800168991089,0,5
90,0.03961166739463806,0.20000000298023224,EntleBucher,0.007931285537779331,0.44914016127586365,0.4887518286705017,1,5
88,-0.004901036620140076,0.20000000298023224,Bernese mountain dog,0.0008991438080556691,0.1503126174211502,0.14541158080101013,2,5
13,1.5776618965901434e-05,0.20000000298023224,bluetick,0.000338483601808548,0.00012765305291395634,0.00014342967187985778,3,5
10,-6.384856533259153e-06,0.20000000298023224,basset,0.00026057916693389416,0.00044730270747095346,0.0004409178509376943,4,5
33,0.05870500206947327,0.20000000298023224,Irish terrier,0.3683781921863556,0.3450419306755066,0.40374693274497986,0,6
38,0.21227169036865234,0.20000000298023224,Lakeland terrier,0.2935333251953125,0.2260303795337677,0.43830206990242004,1,6
58,0.035372911021113396,0.20000000298023224,Chesapeake Bay retriever,0.24805666506290436,0.02855958230793476,0.06393249332904816,2,6
52,0.18029093742370605,0.20000000298023224,West Highland white terrier,0.02586408704519272,0.3630027770996094,0.5432937145233154,3,6
62,0.12205950357019901,0.20000000298023224,Irish setter,0.015232929028570652,0.030069595202803612,0.15212909877300262,4,6
34,0.005788087844848633,0.20000000298023224,Norfolk terrier,0.9965372085571289,0.9462071657180786,0.9519952535629272,0,7
35,0.010018536821007729,0.20000000298023224,Norwich terrier,0.002736492082476616,0.025295337662100792,0.03531387448310852,1,7
51,0.0068459901958703995,0.20000000298023224,soft-coated wheaten terrier,0.0003271023742854595,0.025532612577080727,0.032378602772951126,2,7
33,7.580916280858219e-05,0.20000000298023224,Irish terrier,0.00026416726177558303,0.000477116642287001,0.0005529258050955832,3,7
41,0.0008811319712549448,0.20000000298023224,cairn,0.00010157550423173234,0.002139875665307045,0.00302100763656199,4,7
105,0.034857213497161865,0.20000000298023224,Great Pyrenees,0.9995818734169006,0.9392667412757874,0.9741239547729492,0,8
18,0.00997883826494217,0.20000000298023224,borzoi,0.00017126885359175503,0.031736522912979126,0.041715361177921295,1,8
71,0.000252633064519614,0.20000000298023224,kuvasz,0.00010559720976743847,0.0007787295035086572,0.0010313625680282712,2,8
99,0.0006996753509156406,0.20000000298023224,Siberian husky,6.159490294521675e-05,0.0008487258455716074,0.001548401196487248,3,8
106,0.003946991637349129,0.20000000298023224,Samoyed,3.2668845960870385e-05,0.024281054735183716,0.028228046372532845,4,8
96,0.6855618059635162,0.20000000298023224,Saint Bernard,0.9983558058738708,0.2763303816318512,0.9618921875953674,0,9
103,0.08139254152774811,0.20000000298023224,Leonberg,0.0007219051476567984,0.0674503892660141,0.1488429307937622,1,9
80,0.05634891986846924,0.20000000298023224,collie,0.0003567752428352833,0.6054689884185791,0.6618179082870483,2,9
13,0.004166276543401182,0.20000000298023224,bluetick,0.0002959466655738652,0.001376328174956143,0.005542604718357325,3,9
88,0.003979288041591644,0.20000000298023224,Bernese mountain dog,8.621980668976903e-05,0.005936845205724239,0.009916133247315884,4,9
90,0.0005765557289123535,0.20000000298023224,EntleBucher,0.9998263716697693,0.9988387227058411,0.9994152784347534,0,10
14,1.9814397091977298e-05,0.20000000298023224,black-and-tan coonhound,0.00010510836000321433,0.00021249645214993507,0.00023231084924191236,1,10
13,0.00013032823335379362,0.20000000298023224,bluetick,4.564530172501691e-05,0.0006856012623757124,0.000815929495729506,2,10
87,4.665581218432635e-05,0.20000000298023224,Greater Swiss Mountain dog,1.4792822184972465e-05,0.0001516689662821591,0.00019832477846648544,3,10
89,6.7629698605742306e-06,0.20000000298023224,Appenzeller,3.834995823126519e-06,3.819120684056543e-05,4.495417670113966e-05,4,10
79,0.12574446201324463,0.20000000298023224,Shetland sheepdog,0.9998261332511902,0.8644093871116638,0.9901538491249084,0,11
80,-0.00032726116478443146,0.20000000298023224,collie,9.393983782501891e-05,0.01646096259355545,0.01613370142877102,1,11
6,0.034278654493391514,0.20000000298023224,papillon,7.483931403839961e-05,0.013593959622085094,0.04787261411547661,2,11
111,0.014963597059249878,0.20000000298023224,Pembroke,1.7170029877888737e-06,0.09822126477956772,0.1131848618388176,3,11
40,1.0579014997347258e-07,0.20000000298023224,Airedale,1.0788810413941974e-06,9.689633770904038e-07,1.0747535270638764e-06,4,11
112,0.42908382415771484,0.20000000298023224,Cardigan,0.9999690055847168,0.5606250166893005,0.9897088408470154,0,12
99,0.008211891166865826,0.20000000298023224,Siberian husky,7.571227797598112e-06,0.010368396528065205,0.01858028769493103,1,12
21,0.019028648734092712,0.20000000298023224,whippet,6.590844350284897e-06,0.1389702409505844,0.15799888968467712,2,12
91,0.0027512814849615097,0.20000000298023224,boxer,2.9708764941460686e-06,0.005560587160289288,0.008311868645250797,3,12
59,0.27358487248420715,0.20000000298023224,German short-haired pointer,2.044692564595607e-06,0.17112082242965698,0.44470569491386414,4,12
96,0.036266028881073,0.20000000298023224,Saint Bernard,0.9999891519546509,0.9636304974555969,0.9998965263366699,0,13
91,1.0604113413137384e-05,0.20000000298023224,boxer,2.863829422494746e-06,1.685021743469406e-05,2.7454330847831443e-05,1,13
11,0.0014526303857564926,0.20000000298023224,beagle,2.385751031397376e-06,0.017998307943344116,0.01945093832910061,2,13
15,0.0019880267791450024,0.20000000298023224,Walker hound,2.2639551389147528e-06,0.005949493031948805,0.007937519811093807,3,13
5,0.00042951153591275215,0.20000000298023224,Blenheim spaniel,1.1446969665485085e-06,0.0018743430264294147,0.002303854562342167,4,13
39,0.49348217248916626,0.20000000298023224,Sealyham terrier,0.9996127486228943,0.49103844165802,0.9845206141471863,0,14
37,0.07602041959762573,0.20000000298023224,wire-haired fox terrier,0.00021565271890722215,0.10264527797698975,0.17866569757461548,1,14
77,4.310311851440929e-05,0.20000000298023224,komondor,5.629120641970076e-05,5.277868694975041e-05,9.58818054641597e-05,2,14
52,0.08015260100364685,0.20000000298023224,West Highland white terrier,4.6252065658336505e-05,0.34994861483573914,0.430101215839386,3,14
38,0.008414003998041153,0.20000000298023224,Lakeland terrier,4.116801210329868e-05,0.049492813646793365,0.05790681764483452,4,14
12,0.5115621984004974,0.20000000298023224,bloodhound,0.9975736737251282,0.3096890151500702,0.8212512135505676,0,15
40,0.156980961561203,0.20000000298023224,Airedale,0.00118264090269804,0.24732062220573425,0.40430158376693726,1,15
103,0.17459386587142944,0.20000000298023224,Leonberg,0.0008610610384494066,0.20258039236068726,0.3771742582321167,2,15
8,0.00020662444148911163,0.20000000298023224,Rhodesian ridgeback,0.00012122299813199788,0.00010531087900744751,0.00031193532049655914,3,15
42,0.12640123069286346,0.20000000298023224,Australian terrier,0.00011301973427180201,0.22366218268871307,0.35006341338157654,4,15
9,0.5019434094429016,0.20000000298023224,Afghan hound,0.9996578693389893,0.4430205821990967,0.9449639916419983,0,16
18,0.1428534835577011,0.20000000298023224,borzoi,0.0001132465768023394,0.14805667102336884,0.29091015458106995,1,16
24,0.3354119211435318,0.20000000298023224,otterhound,0.00010512362496228889,0.21275322139263153,0.5481651425361633,2,16
103,0.04118847846984863,0.20000000298023224,Leonberg,5.173643512534909e-05,0.1390770822763443,0.18026556074619293,3,16
75,0.002955506555736065,0.20000000298023224,briard,2.1984898921800777e-05,0.007477705366909504,0.010433211922645569,4,16
85,0.11465996503829956,0.20000000298023224,Doberman,0.9936004877090454,0.8104501366615295,0.9251101016998291,0,17
90,0.050497978925704956,0.20000000298023224,EntleBucher,0.004230779130011797,0.15297585725784302,0.20347383618354797,1,17
76,0.002776438370347023,0.20000000298023224,kelpie,0.000834649195894599,0.027476252987980843,0.030252691358327866,2,17
14,0.0006712095346301794,0.20000000298023224,black-and-tan coonhound,0.0007097377674654126,0.003472457407042384,0.0041436669416725636,3,17
101,0.0005548277986235917,0.20000000298023224,basenji,0.00028790291980840266,0.0007239765836857259,0.0012788043823093176,4,17
117,0.02846759557723999,0.20000000298023224,dingo,0.999935507774353,0.9637166261672974,0.9921842217445374,0,18
111,0.0035772956907749176,0.20000000298023224,Pembroke,4.393721974338405e-05,0.03447616100311279,0.03805345669388771,1,18
76,4.60380942968186e-06,0.20000000298023224,kelpie,1.6211579350056127e-05,1.775774944690056e-05,2.236155887658242e-05,2,18
101,3.8015003156033345e-05,0.20000000298023224,basenji,1.7069257864932297e-06,1.7711308828438632e-05,5.572631198447198e-05,3,18
35,5.9488011174835265e-06,0.20000000298023224,Norwich terrier,9.734733339428203e-07,8.684526983415708e-05,9.27940709516406e-05,4,18
3,0.7302372753620148,0.20000000298023224,Pekinese,0.9989163875579834,0.23246917128562927,0.962706446647644,0,19
34,0.20595404505729675,0.20000000298023224,Norfolk terrier,0.0005341077921912074,0.38858816027641296,0.5945422053337097,1,19
42,0.24114716053009033,0.20000000298023224,Australian terrier,0.00013186084106564522,0.06649291515350342,0.30764007568359375,2,19
110,0.001186997746117413,0.20000000298023224,Brabancon griffon,0.00010201123222941533,0.0011958820978179574,0.0023828798439353704,3,19
108,0.022572427988052368,0.20000000298023224,chow,7.716046093264595e-05,0.3079874813556671,0.3305599093437195,4,19
60,0.060138046741485596,0.20000000298023224,vizsla,0.9996459484100342,0.9361312985420227,0.9962693452835083,0,20
17,0.0011519044637680054,0.20000000298023224,redbone,0.00018976964929606766,0.04209055006504059,0.043242454528808594,1,20
62,0.00687464140355587,0.20000000298023224,Irish setter,0.00014915318752173334,0.021521296352148056,0.028395937755703926,2,20
58,6.770655454602093e-05,0.20000000298023224,Chesapeake Bay retriever,1.0173842383665033e-05,0.00018725883273873478,0.0002549653872847557,3,20
8,1.3097625924274325e-05,0.20000000298023224,Rhodesian ridgeback,3.992113761341898e-06,6.558887980645522e-05,7.868650573072955e-05,4,20
108,0.004133641719818115,0.20000000298023224,chow,0.9995107650756836,0.9950979351997375,0.9992315769195557,0,21
103,0.00018522005120757967,0.20000000298023224,Leonberg,0.00022003908816259354,4.2685147491283715e-05,0.0002279051986988634,1,21
3,0.0007120722439140081,0.20000000298023224,Pekinese,9.094931010622531e-05,0.0016938690096139908,0.002405941253527999,2,21
34,0.0001756385318003595,0.20000000298023224,Norfolk terrier,6.800916162319481e-05,0.00014429748989641666,0.00031993602169677615,3,21
42,0.00538332830183208,0.20000000298023224,Australian terrier,4.808335143025033e-05,0.0029184373561292887,0.008301765657961369,4,21
84,0.02531665563583374,0.20000000298023224,German shepherd,0.9998619556427002,0.9722771644592285,0.9975938200950623,0,22
74,0.0007957585767144337,0.20000000298023224,malinois,7.984535477589816e-05,0.0002252941339975223,0.001021052710711956,1,22
42,0.003707451745867729,0.20000000298023224,Australian terrier,2.0721916371257976e-05,0.01805715076625347,0.0217646025121212,2,22
50,0.0012718047946691513,0.20000000298023224,silky terrier,1.7939190001925454e-05,0.0036077704280614853,0.004879575222730637,3,22
47,0.001999323256313801,0.20000000298023224,standard schnauzer,7.560143330920255e-06,0.005585608072578907,0.007584931328892708,4,22
101,0.008223116397857666,0.20000000298023224,basenji,0.9999933242797852,0.9890503883361816,0.9972735047340393,0,23
22,0.0024320995435118675,0.20000000298023224,Ibizan hound,4.173355137027102e-06,0.006892789155244827,0.009324888698756695,1,23
17,6.168568506836891e-05,0.20000000298023224,redbone,2.071603375952691e-06,0.001190311973914504,0.001251997658982873,2,23
10,1.4157034456729889e-05,0.20000000298023224,basset,3.170852949097025e-07,0.0013149725273251534,0.0013291295617818832,3,23
15,9.846931789070368e-05,0.20000000298023224,Walker hound,3.8453531914228734e-08,0.001302574761211872,0.0014010440791025758,4,23
89,0.25751572847366333,0.20000000298023224,Appenzeller,0.9997596144676208,0.5200259685516357,0.7775416970252991,0,24
90,0.03396874666213989,0.20000000298023224,EntleBucher,0.00020399002823978662,0.4142530560493469,0.4482218027114868,1,24
63,0.1518119052052498,0.20000000298023224,Gordon setter,1.3973596651339903e-05,0.03577805310487747,0.18758995831012726,2,24
76,0.008444415085250512,0.20000000298023224,kelpie,1.0802139513543807e-05,0.000411745480960235,0.008856160566210747,3,24
88,0.047037082724273205,0.20000000298023224,Bernese mountain dog,6.696635864500422e-06,0.009928078390657902,0.05696516111493111,4,24
84,0.6758219450712204,0.20000000298023224,German shepherd,0.7133277654647827,0.1411265879869461,0.8169485330581665,0,25
93,0.11700207740068436,0.20000000298023224,Tibetan mastiff,0.12866894900798798,0.10397302359342575,0.2209751009941101,1,25
47,0.2729223445057869,0.20000000298023224,standard schnauzer,0.0703357607126236,0.07703512161970139,0.3499574661254883,2,25
90,0.03881963714957237,0.20000000298023224,EntleBucher,0.021808238700032234,0.05872630700469017,0.09754594415426254,3,25
89,0.0027213062276132405,0.20000000298023224,Appenzeller,0.0175388865172863,0.0008884218405000865,0.003609728068113327,4,25
44,0.004927217960357666,0.20000000298023224,Boston bull,0.9986518025398254,0.9857137203216553,0.9906409382820129,0,26
94,0.0014976812526583672,0.20000000298023224,French bulldog,0.0012990616960451007,0.011159931309521198,0.012657612562179565,1,26
112,3.495276905596256e-05,0.20000000298023224,Cardigan,2.459617826389149e-05,0.0014474488561972976,0.0014824016252532601,2,26
102,4.278843516658526e-05,0.20000000298023224,pug,1.700591565167997e-05,2.65750950347865e-05,6.936353020137176e-05,3,26
7,2.5695073418319225e-05,0.20000000298023224,toy terrier,2.7023138500226196e-06,0.0011668490478768945,0.0011925441212952137,4,26
5,0.12414228916168213,0.20000000298023224,Blenheim spaniel,0.998053789138794,0.8342332243919373,0.9583755135536194,0,27
64,0.029484719038009644,0.20000000298023224,Brittany spaniel,0.0014976296806707978,0.09691973030567169,0.12640444934368134,1,27
67,0.0004233510699123144,0.20000000298023224,Welsh springer spaniel,0.00013265712186694145,0.002216321649029851,0.0026396727189421654,2,27
16,0.005212562158703804,0.20000000298023224,English foxhound,0.00012344926653895527,0.028012806549668312,0.033225368708372116,3,27
1,5.7676981668919325e-05,0.20000000298023224,Japanese spaniel,9.933495311997831e-05,0.0005432249745354056,0.000600901956204325,4,27
42,0.05551570653915405,0.20000000298023224,Australian terrier,0.7393855452537537,0.7325671911239624,0.7880828976631165,0,28
36,0.03288128972053528,0.20000000298023224,Yorkshire terrier,0.1941249668598175,0.14463888108730316,0.17752017080783844,1,28
50,0.007885518483817577,0.20000000298023224,silky terrier,0.03741961717605591,0.008438444696366787,0.016323963180184364,2,28
47,0.06315179169178009,0.20000000298023224,standard schnauzer,0.0152365043759346,0.08873066306114197,0.15188245475292206,3,28
41,0.01219913363456726,0.20000000298023224,cairn,0.008623291738331318,0.01832301914691925,0.03052215278148651,4,28
45,0.06536179780960083,0.20000000298023224,miniature schnauzer,0.9910305738449097,0.9149768948554993,0.9803386926651001,0,29
47,0.0069789886474609375,0.20000000298023224,standard schnauzer,0.007637493312358856,0.004580367356538773,0.01155935600399971,1,29
98,0.036126479506492615,0.20000000298023224,malamute,0.00039634775021113455,0.02182302251458168,0.057949502021074295,2,29
4,0.02476552501320839,0.20000000298023224,Shih-Tzu,0.00030969156068749726,0.04180728271603584,0.06657280772924423,3,29
52,0.0006180694326758385,0.20000000298023224,West Highland white terrier,0.00030107132624834776,0.012752349488437176,0.013370418921113014,4,29
118,0.015352249145507812,0.20000000298023224,dhole,0.9998179078102112,0.9838860034942627,0.9992382526397705,0,30
21,0.013388572260737419,0.20000000298023224,whippet,7.97308239270933e-05,0.010206032544374466,0.023594604805111885,1,30
117,0.0001691156649030745,0.20000000298023224,dingo,7.814590207999572e-05,0.0005295987357385457,0.0006987144006416202,2,30
8,0.0038398674223572016,0.20000000298023224,Rhodesian ridgeback,1.671118297963403e-05,0.00364977796562016,0.007489645387977362,3,30
58,0.005272793932817876,0.20000000298023224,Chesapeake Bay retriever,6.671700248261914e-06,0.0015891786897554994,0.006861972622573376,4,30
69,0.6303948163986206,0.20000000298023224,Sussex spaniel,0.9988027811050415,0.3476107716560364,0.978005588054657,0,31
100,0.009100019931793213,0.20000000298023224,affenpinscher,0.0004923391970805824,0.5162889361381531,0.5253889560699463,1,31
62,0.002178322523832321,0.20000000298023224,Irish setter,0.00017853977624326944,0.007278285920619965,0.009456608444452286,2,31
50,0.0025713592767715454,0.20000000298023224,silky terrier,0.00014670279051642865,0.02494634874165058,0.027517708018422127,3,31
36,0.019269682466983795,0.20000000298023224,Yorkshire terrier,0.00013271720672491938,0.07252196222543716,0.09179164469242096,4,31
38,0.0003897547721862793,0.20000000298023224,Lakeland terrier,0.9980881810188293,0.9966860413551331,0.9970757961273193,0,32
37,1.1855736374855042e-06,0.20000000298023224,wire-haired fox terrier,0.0015081297606229782,0.0019385573687031865,0.001939742942340672,1,32
52,1.2113538105040789e-05,0.20000000298023224,West Highland white terrier,0.00013304941239766777,0.0008563919109292328,0.0008685054490342736,2,32
40,-5.725058144889772e-06,0.20000000298023224,Airedale,9.55838113441132e-05,0.0002001333050429821,0.00019440824689809233,3,32
33,5.826106644235551e-06,0.20000000298023224,Irish terrier,6.272013706620783e-05,0.00011663768964353949,0.00012246379628777504,4,32
30,0.00034755468368530273,0.20000000298023224,Bedlington terrier,0.9996545314788818,0.9992392063140869,0.9995867609977722,0,33
26,0.0001361134636681527,0.20000000298023224,Scottish deerhound,0.0002583622990641743,0.00031057815067470074,0.0004466916143428534,1,33
27,0.00016762615996412933,0.20000000298023224,Weimaraner,6.462858436862007e-05,0.00022855825955048203,0.00039618441951461136,2,33
19,2.2293061192613095e-06,0.20000000298023224,Irish wolfhound,6.9824773163418286e-06,9.01486782822758e-06,1.1244173947488889e-05,3,33
71,2.6162932044826448e-05,0.20000000298023224,kuvasz,2.5628419280110393e-06,0.0001935553882503882,0.00021971832029521465,4,33
79,0.0012889504432678223,0.20000000298023224,Shetland sheepdog,0.9995399713516235,0.9952415227890015,0.9965304732322693,0,34
80,0.0007933026645332575,0.20000000298023224,collie,0.00031089480035007,0.0023204220924526453,0.003113724756985903,1,34
6,0.001388418022543192,0.20000000298023224,papillon,6.216746260179207e-05,0.0023409153800457716,0.0037293334025889635,2,34
37,9.366829181089997e-05,0.20000000298023224,wire-haired fox terrier,3.7193891330389306e-05,3.8510013837367296e-05,0.00013217830564826727,3,34
40,3.7184354368946515e-06,0.20000000298023224,Airedale,2.7261345167062245e-05,1.042508301907219e-05,1.4143518455966841e-05,4,34
55,0.7010918259620667,0.20000000298023224,curly-coated retriever,0.9988393187522888,0.19999808073043823,0.9010899066925049,0,35
114,0.06408911943435669,0.20000000298023224,miniature poodle,0.0004024452646262944,0.2835295498371124,0.3476186692714691,1,35
32,0.009392350912094116,0.20000000298023224,Kerry blue terrier,0.0003288030275143683,0.021726900711655617,0.031119251623749733,2,35
70,0.024173080921173096,0.20000000298023224,Irish water spaniel,0.00020609903731383383,0.32547086477279663,0.3496439456939697,3,35
82,0.012477919459342957,0.20000000298023224,Bouvier des Flandres,0.00010477602336322889,0.03681677579879761,0.049294695258140564,4,35
18,0.0036768317222595215,0.20000000298023224,borzoi,0.9998428821563721,0.9940616488456726,0.9977384805679321,0,36
71,0.0015132243279367685,0.20000000298023224,kuvasz,4.197979433229193e-05,0.0017375755123794079,0.0032507998403161764,1,36
105,0.00028309656772762537,0.20000000298023224,Great Pyrenees,3.9900278352433816e-05,0.00049157056491822,0.0007746671326458454,2,36
39,0.0017177242843899876,0.20000000298023224,Sealyham terrier,1.874586450867355e-05,0.0002824031689669937,0.0020001274533569813,3,36
24,0.0004321935120970011,0.20000000298023224,otterhound,1.6980355212581344e-05,0.0011178416898474097,0.0015500352019444108,4,36
20,0.03834402561187744,0.20000000298023224,Italian greyhound,0.9996705055236816,0.945999264717102,0.9843432903289795,0,37
0,0.000948706641793251,0.20000000298023224,Chihuahua,0.00013207421579863876,0.013424462638795376,0.014373169280588627,1,37
59,0.0004945187829434872,0.20000000298023224,German short-haired pointer,5.1050523325102404e-05,0.0023173887748271227,0.00281190755777061,2,37
28,0.0005506044253706932,0.20000000298023224,Staffordshire bullterrier,2.958454570034519e-05,0.005672356113791466,0.006222960539162159,3,37
29,0.004289655014872551,0.20000000298023224,American Staffordshire terrier,2.7183770725969225e-05,0.015268832445144653,0.019558487460017204,4,37
5,0.0027441978454589844,0.20000000298023224,Blenheim spaniel,0.9912829399108887,0.9952932000160217,0.9980373978614807,0,38
67,0.0009021700825542212,0.20000000298023224,Welsh springer spaniel,0.00801089033484459,0.0008723322534933686,0.0017745023360475898,1,38
64,0.000760010676458478,0.20000000298023224,Brittany spaniel,0.0006729591987095773,0.003648327896371484,0.004408338572829962,2,38
1,-4.1940511437132955e-06,0.20000000298023224,Japanese spaniel,1.0425907021271996e-05,0.00012906499614473432,0.00012487094500102103,3,38
68,1.1513111530803144e-06,0.20000000298023224,cocker spaniel,6.509835202450631e-06,7.697864930378273e-06,8.849176083458588e-06,4,38
7,0.5840269029140472,0.20000000298023224,toy terrier,0.9995716214179993,0.34235331416130066,0.9263802170753479,0,39
101,0.017327556386590004,0.20000000298023224,basenji,0.00015905965119600296,0.024715276435017586,0.04204283282160759,1,39
76,0.00746390875428915,0.20000000298023224,kelpie,8.755654562264681e-05,0.015096615068614483,0.022560523822903633,2,39
90,0.009132921695709229,0.20000000298023224,EntleBucher,6.154330185381696e-05,0.5286720395088196,0.5378049612045288,3,39
89,0.009306095540523529,0.20000000298023224,Appenzeller,3.6500179703580216e-05,0.06583352386951447,0.075139619410038,4,39
82,0.0005217790603637695,0.20000000298023224,Bouvier des Flandres,0.9996310472488403,0.9981822967529297,0.9987040758132935,0,40
115,3.9814680349081755e-05,0.20000000298023224,standard poodle,0.0001374307757942006,0.0005511132185347378,0.0005909278988838196,1,40
114,3.1776115065440536e-05,0.20000000298023224,miniature poodle,8.158804121194407e-05,0.00024275880423374474,0.0002745349192991853,2,40
46,6.443015445256606e-05,0.20000000298023224,giant schnauzer,4.4397165765985847e-05,7.640857802471146e-05,0.00014083873247727752,3,40
32,0.00047262798761948943,0.20000000298023224,Kerry blue terrier,3.4463464544387534e-05,0.0008931964985094965,0.0013658244861289859,4,40
57,0.5179411172866821,0.20000000298023224,Labrador retriever,0.9994805455207825,0.39154285192489624,0.9094839692115784,0,41
76,0.0778818428516388,0.20000000298023224,kelpie,0.0002346246037632227,0.29452431201934814,0.37240615487098694,1,41
46,0.016679957509040833,0.20000000298023224,giant schnauzer,0.00011934502254007384,0.04194594919681549,0.05862590670585632,2,41
94,0.008120695129036903,0.20000000298023224,French bulldog,5.326258178683929e-05,0.016626544296741486,0.02474723942577839,3,41
29,0.037739455699920654,0.20000000298023224,American Staffordshire terrier,3.7386733310995623e-05,0.15358364582061768,0.19132310152053833,4,41
109,0.14518755674362183,0.20000000298023224,keeshond,0.9997466206550598,0.8422088623046875,0.9873964190483093,0,42
108,0.0032757651060819626,0.20000000298023224,chow,0.00010353994730394334,0.019673850387334824,0.022949615493416786,1,42
97,-0.0013383515179157257,0.20000000298023224,Eskimo dog,9.949944796971977e-05,0.046541694551706314,0.04520334303379059,2,42
73,0.038737669587135315,0.20000000298023224,groenendael,1.3256411875772756e-05,0.07190701365470886,0.11064468324184418,3,42
72,0.0026838574558496475,0.20000000298023224,schipperke,7.957803063618485e-06,0.014634726569056511,0.01731858402490616,4,42
100,0.46825850009918213,0.20000000298023224,affenpinscher,0.9998503923416138,0.5274918079376221,0.9957503080368042,0,43
113,1.318062402333453e-06,0.20000000298023224,toy poodle,4.519409412750974e-05,2.5834418693193584e-07,1.576406589265389e-06,1,43
63,0.0957469791173935,0.20000000298023224,Gordon setter,4.27116101491265e-05,0.10237351059913635,0.19812048971652985,2,43
47,-0.004728049039840698,0.20000000298023224,standard schnauzer,2.3056571080815047e-05,0.3240133821964264,0.3192853331565857,3,43
75,0.006686776876449585,0.20000000298023224,briard,1.65600395121146e-05,0.03425048291683197,0.040937259793281555,4,43
20,0.5620978772640228,0.20000000298023224,Italian greyhound,0.9992140531539917,0.40491023659706116,0.967008113861084,0,44
21,0.2869989797472954,0.20000000298023224,whippet,0.0005523670115508139,0.047377802431583405,0.3343767821788788,1,44
76,0.14527472108602524,0.20000000298023224,kelpie,0.00013376420247368515,0.08874628692865372,0.23402100801467896,2,44
29,0.00013961875811219215,0.20000000298023224,American Staffordshire terrier,2.527628021198325e-05,0.00514229154214263,0.005281910300254822,3,44
117,0.1691545844078064,0.20000000298023224,dingo,2.4165901777450927e-05,0.38527268171310425,0.5544272661209106,4,44
106,0.05484354496002197,0.20000000298023224,Samoyed,0.9998745918273926,0.9440704584121704,0.9989140033721924,0,45
22,2.591108068372705e-05,0.20000000298023224,Ibizan hound,5.930922634433955e-05,2.754722572717583e-06,2.8665803256444633e-05,1,45
105,0.007203541696071625,0.20000000298023224,Great Pyrenees,4.5388133003143594e-05,0.05121592432260513,0.05841946601867676,2,45
