delta_margin_logit,delta_margin_prob,k_class_id,k_label,k_rank,l_class_id,l_label,l_rank,sample_idx,shared_only_margin_logit,shared_only_margin_prob,shared_plus_unique_margin_logit,shared_plus_unique_margin_prob
-7.136166095733643e-05,-7.3909759521484375e-06,4,deer,3,9,truck,1,1,-0.020983844995498657,-0.0021713227033615112,-0.021055206656455994,-0.0021787136793136597
-5.695223808288574e-05,-5.863606929779053e-06,4,deer,3,7,horse,2,1,-0.010260283946990967,-0.001055993139743805,-0.010317236185073853,-0.001061856746673584
-3.93986701965332e-05,-4.045665264129639e-06,4,deer,3,1,automobile,4,1,0.00430714339017868,0.00044008344411849976,0.004267744719982147,0.0004360377788543701
-9.593367576599121e-05,-1.1138617992401123e-05,1,automobile,4,6,frog,0,1,-0.12928661704063416,-0.014071322977542877,-0.12938255071640015,-0.014082461595535278
-3.637373447418213e-05,-3.7997961044311523e-06,1,automobile,4,9,truck,1,1,-0.025290988385677338,-0.002611406147480011,-0.02532736212015152,-0.002615205943584442
-1.6070902347564697e-05,-1.6689300537109375e-06,1,automobile,4,7,horse,2,1,-0.014567427337169647,-0.0014960765838623047,-0.014583498239517212,-0.0014977455139160156
4.273653030395508e-05,4.380941390991211e-06,1,automobile,4,4,deer,3,1,-0.00430714339017868,-0.00044008344411849976,-0.004264406859874725,-0.00043570250272750854
0.00018927454948425293,2.6851892471313477e-05,6,frog,0,9,truck,1,2,0.19756345450878143,0.023777827620506287,0.19775272905826569,0.0238046795129776
0.0001665353775024414,2.4549663066864014e-05,6,frog,0,1,automobile,2,2,0.21415245532989502,0.02556876838207245,0.21431899070739746,0.025593318045139313
0.00014036893844604492,2.2314488887786865e-05,6,frog,0,7,horse,3,2,0.25861847400665283,0.030225306749343872,0.2587588429450989,0.03024762123823166
0.00041747093200683594,5.060434341430664e-05,6,frog,0,4,deer,4,2,0.26373225450515747,0.030747681856155396,0.2641497254371643,0.030798286199569702
-0.00017157196998596191,-2.4594366550445557e-05,9,truck,1,6,frog,0,2,-0.19756345450878143,-0.023777827620506287,-0.1977350264787674,-0.023802421987056732
-7.703900337219238e-06,-6.780028343200684e-07,9,truck,1,1,automobile,2,2,0.016589000821113586,0.0017909407615661621,0.016581296920776367,0.001790262758731842
-3.6656856536865234e-05,-3.248453140258789e-06,9,truck,1,7,horse,3,2,0.06105503439903259,0.0064474791288375854,0.06101837754249573,0.006444230675697327
0.00023376941680908203,2.4355947971343994e-05,9,truck,1,4,deer,4,2,0.06616881489753723,0.006969854235649109,0.06640258431434631,0.006994210183620453
-0.00013750791549682617,-2.0876526832580566e-05,1,automobile,2,6,frog,0,2,-0.21415245532989502,-0.02556876838207245,-0.21428996324539185,-0.02558964490890503
2.6300549507141113e-05,2.682209014892578e-06,1,automobile,2,9,truck,1,2,-0.016589000821113586,-0.0017909407615661621,-0.016562700271606445,-0.0017882585525512695
-2.7865171432495117e-05,-2.3692846298217773e-06,1,automobile,2,7,horse,3,2,0.044466033577919006,0.004656538367271423,0.04443816840648651,0.0046541690826416016
0.0002317875623703003,2.4139881134033203e-05,1,automobile,2,4,deer,4,2,0.049579814076423645,0.005178913474082947,0.049811601638793945,0.00520305335521698
-0.00013053417205810547,-2.0869076251983643e-05,7,horse,3,6,frog,0,2,-0.25861847400665283,-0.030225306749343872,-0.25874900817871094,-0.030246175825595856
3.5509467124938965e-05,3.1068921089172363e-06,7,horse,3,9,truck,1,2,-0.06105503439903259,-0.0064474791288375854,-0.061019524931907654,-0.006444372236728668
3.4108757972717285e-05,3.1068921089172363e-06,7,horse,3,1,automobile,2,2,-0.044466033577919006,-0.004656538367271423,-0.04443192481994629,-0.004653431475162506
0.0002743452787399292,2.800673246383667e-05,7,horse,3,4,deer,4,2,0.005113780498504639,0.0005223751068115234,0.005388125777244568,0.0005503818392753601
-0.00041666626930236816,-5.048513412475586e-05,4,deer,4,6,frog,0,2,-0.26373225450515747,-0.030747681856155396,-0.26414892077445984,-0.03079816699028015
-0.00023615360260009766,-2.4624168872833252e-05,4,deer,4,9,truck,1,2,-0.06616881489753723,-0.006969854235649109,-0.06640496850013733,-0.006994478404521942
-0.00024756789207458496,-2.5697052478790283e-05,4,deer,4,1,automobile,2,2,-0.049579814076423645,-0.005178913474082947,-0.04982738196849823,-0.005204610526561737
-0.00028751790523529053,-2.9355287551879883e-05,4,deer,4,7,horse,3,2,-0.005113780498504639,-0.0005223751068115234,-0.005401298403739929,-0.0005517303943634033
0.0002071186900138855,2.3037195205688477e-05,6,frog,0,7,horse,1,3,0.07715628296136856,0.008487686514854431,0.07736340165138245,0.00851072371006012
0.00012665987014770508,1.4536082744598389e-05,6,frog,0,1,automobile,2,3,0.09366904199123383,0.010220669209957123,0.09379570186138153,0.010235205292701721
2.6166439056396484e-05,4.090368747711182e-06,6,frog,0,9,truck,3,3,0.09517107158899307,0.010376892983913422,0.09519723802804947,0.010380983352661133
0.00019662082195281982,2.1673738956451416e-05,6,frog,0,4,deer,4,3,0.11421126127243042,0.012336984276771545,0.11440788209438324,0.012358658015727997
-0.0001997053623199463,-2.222508192062378e-05,7,horse,1,6,frog,0,3,-0.07715628296136856,-0.008487686514854431,-0.07735598832368851,-0.008509911596775055
-7.534027099609375e-05,-7.957220077514648e-06,7,horse,1,1,automobile,2,3,0.016512759029865265,0.0017329826951026917,0.01643741875886917,0.001725025475025177
-0.00017467141151428223,-1.8283724784851074e-05,7,horse,1,9,truck,3,3,0.01801478862762451,0.0018892064690589905,0.01784011721611023,0.0018709227442741394
-1.6063451766967773e-05,-1.914799213409424e-06,7,horse,1,4,deer,4,3,0.03705497831106186,0.0038492977619171143,0.03703891485929489,0.003847382962703705
-0.00012069940567016602,-1.3828277587890625e-05,1,automobile,2,6,frog,0,3,-0.09366904199123383,-0.010220669209957123,-0.09378974139690399,-0.010234497487545013
6.490945816040039e-05,6.861984729766846e-06,1,automobile,2,7,horse,1,3,-0.016512759029865265,-0.0017329826951026917,-0.016447849571704865,-0.0017261207103729248
-0.00010170042514801025,-1.0572373867034912e-05,1,automobile,2,9,truck,3,3,0.0015020295977592468,0.00015622377395629883,0.0014003291726112366,0.00014565140008926392
6.343424320220947e-05,6.459653377532959e-06,1,automobile,2,4,deer,4,3,0.020542219281196594,0.0021163150668144226,0.020605653524398804,0.0021227747201919556
-1.761317253112793e-05,-3.0249357223510742e-06,9,truck,3,6,frog,0,3,-0.09517107158899307,-0.010376892983913422,-0.0951886847615242,-0.010379917919635773
0.00016376376152038574,1.714378595352173e-05,9,truck,3,7,horse,1,3,-0.01801478862762451,-0.0018892064690589905,-0.017851024866104126,-0.0018720626831054688
9.222328662872314e-05,9.588897228240967e-06,9,truck,3,1,automobile,2,3,-0.0015020295977592468,-0.00015622377395629883,-0.0014098063111305237,-0.00014663487672805786
0.00014869868755340576,1.535564661026001e-05,9,truck,3,4,deer,4,3,0.019040189683437347,0.0019600912928581238,0.019188888370990753,0.001975446939468384
-0.00016592442989349365,-1.8328428268432617e-05,4,deer,4,6,frog,0,3,-0.11421126127243042,-0.012336984276771545,-0.11437718570232391,-0.012355312705039978
1.2814998626708984e-05,1.55717134475708e-06,4,deer,4,7,horse,1,3,-0.03705497831106186,-0.0038492977619171143,-0.03704216331243515,-0.003847740590572357
-5.3569674491882324e-05,-5.461275577545166e-06,4,deer,4,1,automobile,2,3,-0.020542219281196594,-0.0021163150668144226,-0.020595788955688477,-0.0021217763423919678
-0.00015473365783691406,-1.598149538040161e-05,4,deer,4,9,truck,3,3,-0.019040189683437347,-0.0019600912928581238,-0.01919492334127426,-0.0019760727882385254
